condition,domain,subject,expert_absolute_turning_per_100_steps,expert_area_pixels,expert_axis_run_max,expert_axis_run_mean,expert_axis_run_median,expert_axis_run_p95,expert_axis_runs_ge2_percent,expert_axis_runs_ge4_percent,expert_chain_steps,expert_direction_changes,expert_direction_changes_per_100_steps,expert_normalized_perimeter,expert_perimeter_pixels,prediction_absolute_turning_per_100_steps,prediction_area_pixels,prediction_axis_run_max,prediction_axis_run_mean,prediction_axis_run_median,prediction_axis_run_p95,prediction_axis_runs_ge2_percent,prediction_axis_runs_ge4_percent,prediction_chain_steps,prediction_direction_changes,prediction_direction_changes_per_100_steps,prediction_normalized_perimeter,prediction_perimeter_pixels,prediction_expert_absolute_turning_per_100_steps_ratio,prediction_expert_area_pixels_ratio,prediction_expert_axis_run_max_ratio,prediction_expert_axis_run_mean_ratio,prediction_expert_axis_run_median_ratio,prediction_expert_axis_run_p95_ratio,prediction_expert_axis_runs_ge2_percent_ratio,prediction_expert_axis_runs_ge4_percent_ratio,prediction_expert_chain_steps_ratio,prediction_expert_direction_changes_ratio,prediction_expert_direction_changes_per_100_steps_ratio,prediction_expert_normalized_perimeter_ratio,prediction_expert_perimeter_pixels_ratio
current_best,CAMRI,064,51.376597969626516,4925.452830188679,19.452830188679247,2.013077562876491,1.8679245283018868,4.569811320754717,54.15766471146709,9.872776097989481,333.20754716981133,159.81132075471697,48.007652987501274,5.940907199006702,391.0887656880045,51.681045477147805,4889.301886792453,17.867924528301888,2.014327363677595,1.8679245283018868,4.649056603773583,54.85036535057571,9.662880908526644,343.77358490566036,164.03773584905662,48.16610332556207,6.05887644187386,395.70627365142644,1.0059258012315506,0.9926603817674077,0.918525703200776,1.0006208408578743,1.0,1.0173410404624275,1.0127904451345728,0.9787400030771911,1.031710079275198,1.0264462809917356,1.003300522483406,1.0198571091780195,1.0118068028758096
paper_width,CAMRI,064,51.376597969626516,4925.452830188679,19.452830188679247,2.013077562876491,1.8679245283018868,4.569811320754717,54.15766471146709,9.872776097989481,333.20754716981133,159.81132075471697,48.007652987501274,5.940907199006702,391.0887656880045,52.59770863144773,4872.622641509434,16.452830188679247,2.012911389299615,1.849056603773585,4.6528301886792445,54.06747263280927,10.006668692182311,342.50943396226415,164.20754716981133,48.48345227414019,6.080583966459925,398.1228239243751,1.0237678380834623,0.9892740443365039,0.8457807953443259,0.9999174529685589,0.98989898989899,1.0181668042939718,0.9983346387046352,1.013561797904046,1.027916194790487,1.0275088547815823,1.0099109049709802,1.023511016545853,1.0179858355787752
current_best,CAMRI,007,49.597661538369266,12146.0,19.333333333333332,2.003316202513545,2.0,4.566666666666663,54.46644071896867,8.020609885148078,460.0833333333333,215.91666666666666,47.12778113684553,4.7980500174060445,527.4196278254944,46.90142071293718,12098.583333333334,23.5,2.0063954293990345,1.0,4.970833333333322,40.56965623320454,9.674738893969323,486.0833333333333,197.33333333333334,40.69382870460293,4.883265602762218,535.38511002863,0.9456377429539446,0.9960961084582031,1.2155172413793105,1.0015370648336124,0.5,1.0885036496350349,0.7448560195539933,1.206234816617154,1.056511501539576,0.913932844461598,0.8634785623884933,1.0177604620725156,1.0151027413143052
paper_width,CAMRI,007,49.597661538369266,12146.0,19.333333333333332,2.003316202513545,2.0,4.566666666666663,54.46644071896867,8.020609885148078,460.0833333333333,215.91666666666666,47.12778113684553,4.7980500174060445,527.4196278254944,47.596280434020905,11961.416666666666,23.666666666666668,2.0059896298634197,1.0,5.125,40.24982021502811,10.024189960352393,489.5,200.75,41.165105799434436,4.919797238940008,536.0059223176555,0.9596476720419556,0.9848029529611944,1.2241379310344829,1.001334500937256,0.5,1.1222627737226287,0.7389838528775127,1.2498039555463711,1.0639376924470205,0.9297568506368198,0.8734785471843625,1.0253743127087664,1.0162798159931241
current_best,CAMRI,043,48.40483068116382,11068.583333333334,20.083333333333332,2.0013213561273737,1.875,4.416666666666667,53.466057490230945,8.779903413418255,439.6666666666667,201.33333333333334,46.086070699299434,4.783209514908237,502.1005922317656,45.96858588311742,11011.5,19.0,2.0016694326633475,1.0,5.299999999999993,39.45402863540249,10.405786692301895,460.5,184.91666666666666,40.30826765283559,4.85988531102879,508.88511002863,0.9496693870474701,0.9948427606664508,0.9460580912863071,1.0001739233606377,0.5333333333333333,1.1999999999999982,0.7379266489325743,1.1851823650359086,1.0473843821076572,0.9184602649006621,0.8746301657140044,1.0160301981089415,1.0135122680630753
paper_width,CAMRI,043,48.40483068116382,11068.583333333334,20.083333333333332,2.0013213561273737,1.875,4.416666666666667,53.466057490230945,8.779903413418255,439.6666666666667,201.33333333333334,46.086070699299434,4.783209514908237,502.1005922317656,47.04725511488051,10895.0,21.083333333333332,2.0067463964857692,1.0,5.279166666666659,40.19539774309647,10.496566005404162,467.5,187.83333333333334,40.41995427795197,4.933207268978326,513.8362944921611,0.9719537172802961,0.9843174751360833,1.049792531120332,1.0027107292598392,0.5333333333333333,1.1952830188679227,0.7517928126726152,1.1955218082880439,1.0633055344958302,0.9329470198675497,0.8770536013296184,1.0313592272307073,1.0233732093567784
current_best,CAMRI,078,50.839460215240024,4525.240740740741,20.48148148148148,2.010175897792082,1.7962962962962963,4.675925925925925,53.20735476191875,9.6582960925876,316.6111111111111,150.24074074074073,47.718098747403076,5.821762180501979,370.5634519790961,51.332542360567594,4538.185185185185,20.90740740740741,2.0139985381908407,1.8240740740740742,4.57685185185185,53.53786769747697,9.51887442326845,318.1666666666667,154.05555555555554,47.99061826678343,5.838160622382026,372.67905643626506,1.0096988076435116,1.0028604985206435,1.0207956600361665,1.001901644728184,1.0154639175257734,0.9788118811881187,1.006211790400728,0.9855645687414625,1.0049131426566065,1.0253913472205103,1.0057110305425818,1.0028167488419517,1.0057091557353268
paper_width,CAMRI,078,50.839460215240024,4525.240740740741,20.48148148148148,2.010175897792082,1.7962962962962963,4.675925925925925,53.20735476191875,9.6582960925876,316.6111111111111,150.24074074074073,47.718098747403076,5.821762180501979,370.5634519790961,52.518048768836984,4491.2037037037035,20.555555555555557,1.99898455383769,1.7777777777777777,4.674999999999997,52.66772949678727,9.326253993702313,319.2037037037037,154.38888888888889,48.41327294381534,5.855100611209642,372.7717619298652,1.0330174346165417,0.9924784030315554,1.003616636528029,0.9944326543927404,0.9896907216494845,0.9998019801980195,0.9898580700441492,0.9656210478844071,1.0081885710943441,1.0276100086281277,1.0145683548729003,1.0057265188226545,1.0059593301470369
current_best,CAMRI,009,48.04897977981209,10864.0,20.416666666666668,2.0009153085439073,1.75,4.324999999999998,53.29525390070517,7.915408850049379,433.5833333333333,197.33333333333334,45.69927408935727,4.7683340400855965,495.50296115882776,47.87858036652841,10946.916666666666,23.25,2.0079703934407687,1.0,5.145833333333333,40.352733271936394,10.34853090103575,466.9166666666667,195.33333333333334,41.77910872808602,4.884600346692358,509.56903559372887,0.9964536309810417,1.0076322410407461,1.1387755102040815,1.0035259287920564,0.5714285714285714,1.189788053949904,0.7571543489992169,1.3073905716154122,1.0768787238131847,0.9898648648648649,0.9142182137596755,1.0243830037135306,1.0283874679618563
paper_width,CAMRI,009,48.04897977981209,10864.0,20.416666666666668,2.0009153085439073,1.75,4.324999999999998,53.29525390070517,7.915408850049379,433.5833333333333,197.33333333333334,45.69927408935727,4.7683340400855965,495.50296115882776,47.647106646215896,10778.25,22.166666666666668,2.0108627197609263,1.0,4.916666666666667,40.31396624081649,10.399330760575479,462.3333333333333,192.0,41.51371460349794,4.912642023382428,508.73866341922326,0.9916361775954909,0.9921069587628866,1.0857142857142856,1.0049714304121438,0.5714285714285714,1.1368015414258195,0.7564269478090071,1.3138084156588583,1.0663078992888717,0.9729729729729729,0.9084108102532401,1.0302638158492439,1.0267116511865868
